ID,time,event,Death_Causes,Density,RoadBuild,LocCore,Age_F,Age_M,Conf2,Conf1,TimePres,Moose,Country,LocEast,F_male ,F_female,F
90,1,0,0,1.065763335,1.571796435,0.280490071,-0.255656418,-1.013032519,-0.103251719,1.464236747,-0.597730019,-0.591345651,3,1.044945804,1.881716936,-0.642310763,0.134446556
90,2,0,0,-1.052369541,1.53535316,0.301277494,0.144077558,-0.559930702,-0.38626218,1.305764271,-0.526118814,-0.838848523,3,1.047319733,1.881716936,-0.642310763,0.134446556
90,3,0,0,0.359719043,0.991644867,0.34515652,0.543811534,-0.106828884,-0.689556465,1.125130342,-0.689050887,-0.885864295,3,1.121874871,1.881716936,-0.642310763,0.134446556
90,4,1,0,1.771807628,-0.051491526,0.425658052,0.94354551,0.346272934,-0.29912464,1.390782189,-0.702883269,-0.472570467,3,1.260961892,1.881716936,-0.642310763,0.134446556
91,1,0,0,0.359719043,0.859436856,-0.958967028,-1.05512437,-1.013032519,-1.412690064,-0.123225786,0.194833306,1.13238864,3,-0.494851185,0.051807889,-0.642310763,0.272203315
91,2,1,0,-0.346325249,0.911548788,-0.693998233,-0.655390394,-0.559930702,-1.48680568,-0.156346378,0.587659844,0.811206152,3,-0.523200717,0.051807889,-0.642310763,0.272203315
92,1,0,0,-0.346325249,0.205331479,-1.168532918,-0.655390394,-1.013032519,-0.303253404,0.110861335,0.003565634,-0.575277519,3,0.641859508,0.703775962,0.623168389,2.506322764
92,2,0,0,-0.346325249,0.380870953,-0.911365529,-0.255656418,-0.559930702,-0.488627724,0.030917396,0.59992476,-0.825055848,3,0.592912987,0.703775962,0.623168389,2.506322764
92,3,0,0,1.065763335,0.080728071,-1.074330662,0.144077558,-0.106828884,-0.331662221,0.075625925,0.563543294,-1.107005984,3,0.649784074,0.703775962,0.623168389,2.506322764
92,4,0,0,1.771807628,0.106526783,-1.158706784,0.543811534,0.346272934,-0.389231255,0.02796856,0.829999217,-1.184013251,3,0.649153319,0.703775962,0.623168389,2.506322764
93,1,0,0,0.359719043,-1.78376257,1.810571878,-1.05512437,-1.013032519,1.283457498,-0.236934865,0.927484596,0.1908946,3,-1.357711371,-2.588962957,0.646493707,-1.462055892
94,1,0,0,1.065763335,-0.713189951,-0.163984811,-0.655390394,-0.559930702,1.130918584,-0.17102791,0.802170496,-0.474065633,3,0.523185985,0.843482605,0.308258673,-0.246844476
95,1,0,0,1.065763335,-1.080576628,0.180637325,-0.655390394,-1.013032519,0.271355352,-1.246324399,0.624820817,-0.54205044,3,1.170798456,0.446276344,0.693144345,0.195945109
96,1,0,0,0.359719043,-1.489021393,0.554155746,-1.05512437,-1.013032519,-1.666422498,0.711484273,-0.385779535,1.620463752,1,-1.453310761,-0.17830245,0.187248878,-0.342782219
97,1,0,0,-0.346325249,-0.317688966,-0.867831297,-0.255656418,-1.013032519,-0.591242439,-0.644108834,-0.299347544,-1.519386942,3,0.809376337,0.769516964,0.990569029,0.70009795
97,2,1,2,0.359719043,0.103669342,-1.002031004,0.144077558,-0.559930702,-0.611637021,-0.558121989,0.345717786,-1.537777206,3,0.766141009,0.769516964,0.990569029,0.70009795
98,1,0,0,-0.346325249,-1.397152375,0.868923465,0.144077558,-1.013032519,-1.672679343,0.357886442,-1.125481967,0.378256694,1,-1.42462865,-0.17830245,0.500701509,-0.388291149
98,2,0,0,-0.346325249,-1.397152375,1.154001266,0.543811534,-0.559930702,-1.672679343,0.357886442,-0.764182558,0.48669016,1,-1.42462865,-0.17830245,0.500701509,-0.388291149
98,3,1,0,1.065763335,-1.533200293,1.172955031,0.94354551,-0.106828884,-1.650486895,0.380840824,-0.566062395,0.477158404,1,-1.428619604,-0.17830245,0.500701509,-0.388291149
99,1,0,0,-0.346325249,0.038533778,0.64073626,-1.05512437,-0.559930702,0.934268585,-1.029335103,0.627245624,1.872077229,1,-1.274463294,0.4353139,-2.88168467,-1.433766557
100,1,1,0,-0.346325249,-0.141947248,0.444587756,1.343279486,-1.013032519,1.008733162,-0.928945002,0.564206788,2.032091487,1,-1.228670544,0.4353139,0.337412335,1.815817006
101,1,0,0,0.359719043,-0.589680625,0.431505946,-1.05512437,-1.013032519,-0.121520841,-1.019242166,-0.864363935,1.484517089,1,-1.059387603,0.528455402,0.419056922,0.290652881
101,2,0,0,0.359719043,-0.696718603,0.373292734,-0.655390394,-0.559930702,-0.309825336,-0.967306352,-0.754907813,0.94442953,1,-1.003227548,0.528455402,0.419056922,0.290652881
102,1,0,0,1.065763335,0.39490952,-0.507848332,-1.05512437,-1.013032519,-0.571379592,0.377577663,2.033425905,1.259526538,2,-0.786041698,-0.17830245,0.337412335,-0.099247948
102,2,0,0,0.359719043,0.39490952,-0.551133208,-1.05512437,-1.013032519,-0.571379592,0.377577663,2.394725314,1.128717865,1,-0.786041698,-0.17830245,0.337412335,-0.099247948
102,3,0,0,0.359719043,0.561895699,-0.763871549,-1.05512437,-1.013032519,-0.681945211,0.372312791,3.64887587,1.21863255,2,-0.720569419,-0.17830245,0.337412335,-0.099247948
102,4,0,0,1.771807628,0.555602429,-0.715843578,-0.655390394,-0.559930702,-0.554364039,0.46864016,3.308985726,1.212958807,2,-0.744870655,-0.17830245,0.337412335,-0.099247948
102,5,0,0,1.065763335,0.518025493,-0.615841417,-0.255656418,-0.106828884,-0.544772482,0.460160428,3.279194399,1.260940087,2,-0.769504471,-0.17830245,0.337412335,-0.099247948
103,1,0,0,1.065763335,-0.0612037,-0.292319441,-1.05512437,-1.013032519,0.964354168,1.304502558,-0.822028932,-0.202429137,3,0.845432537,-0.485116236,-0.642310763,-0.676104379
103,2,0,0,0.359719043,-0.146172223,-0.369723139,-0.655390394,-0.559930702,0.866334917,1.249739419,-0.50617021,-0.595458811,3,0.822335468,-0.485116236,-0.642310763,-0.676104379
103,3,0,0,-0.346325249,0.464295864,-0.377184296,-0.255656418,-0.106828884,0.90901084,1.429615413,0.068182682,-0.80061023,3,0.884080563,-0.485116236,-0.642310763,-0.676104379
103,4,0,0,-0.346325249,1.0271433,-0.206313536,0.144077558,0.346272934,0.485504602,1.343678267,0.339000572,-1.076943943,3,0.864882701,-0.485116236,-0.642310763,-0.676104379
103,5,0,0,0.359719043,0.883561229,0.126007289,0.543811534,0.799374752,0.808355341,1.473329467,0.770858589,-1.123229645,3,0.901294417,-0.485116236,-0.642310763,-0.676104379
103,6,1,2,-0.346325249,0.572040022,-0.208338377,0.94354551,1.252476569,0.930177598,1.474385066,1.02245176,-0.978128053,3,0.901890766,-0.485116236,-0.642310763,-0.676104379
104,1,0,0,0.359719043,1.042457384,-0.16654364,-0.655390394,1.705578387,0.363716457,1.265282171,1.036651914,-1.434433339,3,0.843987537,-0.485116236,0.23244243,0.428409641
105,1,0,0,0.359719043,1.66918601,0.456346091,-1.05512437,-1.013032519,-1.431178337,0.194736491,-1.148068853,-1.006071207,3,0.967764434,0.391486565,0.617340045,-0.32064274
105,2,1,0,0.359719043,1.767429459,0.423376643,-0.655390394,-0.559930702,-1.29948833,0.346462376,-0.760166676,-1.143316692,3,0.937992839,0.391486565,0.617340045,-0.32064274
106,3,0,0,-1.052369541,-0.433518564,-0.421174524,-0.255656418,0.346272934,-1.557333253,1.222899007,-1.173672557,0.792167068,2,-1.213452167,-1.186398476,-1.388768732,-0.586316491
106,4,0,0,-1.052369541,-0.689826442,-0.651159024,0.144077558,0.799374752,-1.614617744,1.265740992,-0.739327645,1.344958798,2,-1.226090186,-1.186398476,-1.388768732,-0.586316491
106,5,0,0,-1.052369541,-0.693726906,-0.231156126,0.543811534,1.252476569,-1.621924609,1.240268421,-0.474594964,1.287430045,2,-1.238292411,-1.186398476,-1.388768732,-0.586316491
106,6,1,1,-1.052369541,-0.473732671,-0.406203025,0.94354551,1.705578387,-1.556079414,1.255166957,-0.272505436,1.470201706,2,-1.20138756,-1.186398476,-1.388768732,-0.586316491
107,1,0,0,-1.052369541,0.758801708,-1.292963922,0.144077558,-0.559930702,0.404324075,1.095227992,-0.26794661,-0.806469767,3,0.054845307,-0.485116236,-1.388768732,-0.875359692
107,2,1,1,-1.052369541,0.932041759,-1.411039974,0.543811534,-0.106828884,0.346977075,1.074695243,0.247031357,-0.631300325,3,0.074880352,-0.485116236,-1.388768732,-0.875359692
108,1,0,0,-0.346325249,0.628844728,-1.554768917,-0.655390394,-0.559930702,0.050536407,0.735436895,1.301235817,2.209290581,2,-0.553855367,-1.186398476,-0.082467287,-0.154596646
108,2,0,0,-0.346325249,0.414678141,-1.755844505,-0.255656418,-0.106828884,0.48089154,0.855370169,0.442314819,2.005257712,2,-0.454723754,-1.186398476,-0.082467287,-0.154596646
108,3,0,0,-1.052369541,0.210965555,-1.465058253,0.144077558,0.346272934,0.464941334,0.889994461,0.988438216,2.603846698,2,-0.528854567,-1.186398476,-0.082467287,-0.154596646
108,4,0,0,-1.052369541,-0.055501919,-1.658129521,0.543811534,0.799374752,1.521381691,1.30360864,-0.693636769,2.086866063,2,-0.377863496,-1.186398476,-0.082467287,-0.154596646
108,5,0,0,0.359719043,0.18267441,-1.517603073,0.94354551,1.252476569,0.709427884,0.952100129,1.026563067,2.134346503,2,-0.480527332,-1.186398476,-0.082467287,-0.154596646
108,6,0,0,1.065763335,0.566379227,-1.330992978,1.343279486,1.705578387,0.301439365,0.78383348,1.389949409,1.2843672,3,-0.441454981,-1.186398476,-0.082467287,-0.154596646
108,7,0,0,1.771807628,0.197485277,-1.151072164,1.743013462,2.158680205,0.894081907,1.020134586,1.107328115,1.116282565,3,-0.427417834,-1.186398476,-0.082467287,-0.154596646
108,8,0,0,1.065763335,0.416845845,-1.05997419,2.142747438,2.611782023,0.648774106,0.923207799,1.565895995,0.927887519,3,-0.412738466,-1.186398476,-0.082467287,-0.154596646
108,9,0,0,0.359719043,0.401220628,-1.117498032,2.542481414,3.064883841,0.679030357,0.936085306,1.843939014,0.652327827,3,-0.406396519,-1.186398476,-0.082467287,-0.154596646
108,10,0,0,1.065763335,0.5463975,-1.162747132,2.94221539,3.517985658,0.324261073,0.795132322,2.957933749,1.049133091,3,-0.46738471,-1.186398476,-0.082467287,-0.154596646
108,11,1,0,3.183896212,0.787656242,-1.05123433,3.341949366,3.971087476,-0.027875304,0.670403881,3.698521723,1.348127628,3,-0.509392935,-1.186398476,-0.082467287,-0.154596646
109,2,0,0,-1.052369541,0.691391775,-1.558445594,2.142747438,-0.559930702,-1.232705248,0.0787729,1.421067246,0.647305022,3,-0.676554249,-1.186398476,1.597063143,0.374290914
109,3,0,0,-0.346325249,0.775305774,-0.995243677,2.542481414,-0.106828884,-1.292263513,-0.018652733,1.042481053,1.705802111,2,-0.714055449,-1.186398476,1.597063143,0.374290914
109,4,0,0,-0.346325249,0.727096648,-1.122888815,2.94221539,0.346272934,-1.33570918,-0.020079244,1.352935682,1.972836658,2,-0.702082589,-1.186398476,1.597063143,0.374290914
109,5,0,0,-0.346325249,1.294061981,-0.643715549,3.341949366,0.799374752,-1.4470629,-0.201248828,0.200900188,2.194643838,2,-0.747623037,-1.186398476,1.597063143,0.374290914
109,6,1,3,-0.346325249,1.022612404,-0.5699538,3.741683342,1.252476569,-1.482651634,-0.130366823,1.072365442,2.139402365,2,-0.714032512,-1.186398476,1.597063143,0.374290914
110,1,0,0,0.359719043,0.326252714,-1.015396979,-1.05512437,1.705578387,-0.517844119,0.428921256,0.459496304,2.089380167,2,-0.812888887,-1.186398476,0.337412335,-0.202565517
110,2,0,0,-0.346325249,0.231808921,-0.777071212,-1.05512437,2.158680205,-0.513263235,0.507723559,0.283240736,1.318125302,2,-0.824104843,-1.186398476,0.337412335,-0.202565517
110,3,1,0,0.359719043,0.366728376,-0.616202325,-0.655390394,2.611782023,-0.510453573,0.529580798,1.056136718,1.274026926,2,-0.792074001,-1.186398476,0.337412335,-0.202565517
111,1,0,0,-1.052369541,-1.109822388,0.449717028,-0.655390394,0.799374752,0.148718006,-0.942423662,-0.387969667,-0.088447759,3,0.497669113,-1.186398476,0.7573039,1.863785878
111,2,0,0,-1.052369541,-1.127400472,0.672868839,-0.255656418,1.252476569,0.171800363,-0.932917539,-0.044584804,-0.230971873,3,0.510364474,-1.186398476,0.7573039,1.863785878
111,3,0,0,-1.052369541,-1.182032288,0.871604815,0.144077558,1.705578387,0.0902743,-0.987703836,0.335600211,-0.046867588,3,0.503999591,-1.186398476,0.7573039,1.863785878
111,4,0,0,-1.052369541,-1.40700669,0.790886011,0.543811534,2.158680205,-0.088486914,-1.082963356,0.211343281,-0.386826758,3,0.435373541,-1.186398476,0.7573039,1.863785878
111,5,1,3,-1.052369541,-1.123417307,0.68889691,0.94354551,2.611782023,0.187152757,-0.882863179,0.536767973,-0.263472249,3,0.444376123,-1.186398476,0.7573039,1.863785878
112,1,0,0,-1.052369541,-1.221594105,0.899986441,0.543811534,-0.559930702,-0.053957079,-1.100306602,-1.250667713,-0.131495918,3,0.519963405,-1.186398476,-1.388768732,0.278353171
112,2,0,0,-1.052369541,-1.253561026,1.018112809,0.94354551,-0.106828884,0.038249237,-1.05259071,-0.958722308,-0.062842685,3,0.566730957,-1.186398476,-1.388768732,0.278353171
112,3,1,3,-1.052369541,-1.187025921,0.655214762,1.343279486,0.346272934,0.067553816,-1.013466482,-0.628232394,-0.113590313,3,0.523610311,-1.186398476,-1.388768732,0.278353171
113,1,0,0,-0.346325249,0.148543968,0.732004684,-0.255656418,0.346272934,1.057385764,-1.393370239,-0.788593299,-1.075465045,1,-1.382138758,-1.186398476,-0.082467287,0.182415427
113,2,0,0,-1.052369541,0.705425025,0.728904344,0.144077558,0.799374752,0.867368656,-1.211246136,-1.137072717,-0.018197992,1,-1.363984507,-1.186398476,-0.082467287,0.182415427
113,3,0,0,-0.346325249,0.606490069,0.811938123,0.543811534,1.252476569,0.884002635,-1.182398889,-0.872541847,0.338329653,1,-1.355692958,-1.186398476,-0.082467287,0.182415427
113,4,0,0,-0.346325249,0.658619097,0.651287996,0.94354551,1.705578387,0.8672766,-1.189446582,-0.500637758,0.186002729,1,-1.355004862,-1.186398476,-0.082467287,0.182415427
113,5,1,2,-0.346325249,0.682341656,0.743528813,1.343279486,2.158680205,0.916847988,-1.243242145,-0.188521111,-0.404833592,1,-1.389524316,-1.186398476,-0.082467287,0.182415427
114,1,1,1,-1.052369541,0.886702868,-0.597209779,1.343279486,-1.013032519,-0.606299921,0.046810152,0.340803877,-0.248073545,3,0.506488203,0.040845445,-1.388768732,-0.538581314
115,1,0,0,-1.052369541,-0.931150432,0.779552258,-1.05512437,-0.559930702,-0.125265858,0.18899294,-0.567622584,-0.151375374,2,-1.300220999,0.040845445,-0.082467287,1.430836062
115,2,0,0,-0.346325249,-1.414101679,0.834952592,-0.655390394,-0.106828884,0.61315598,0.01680973,-0.589327872,-0.323690142,2,-1.323616243,0.040845445,-0.082467287,1.430836062
115,3,1,2,-0.346325249,-1.344441753,1.103750791,-0.255656418,0.346272934,0.538722323,0.068336144,-0.165859411,-0.190272113,2,-1.302938976,0.040845445,-0.082467287,1.430836062
116,1,0,0,-0.346325249,-0.781579524,-0.444257611,-1.05512437,-0.559930702,-1.639181719,1.221758072,0.150216076,1.454535289,2,-1.254519995,0.742127685,-0.082467287,0.806010759
116,2,1,4,-0.346325249,-0.440943921,-0.318471237,-0.655390394,-0.106828884,-1.525656257,1.085236565,-0.029053881,1.367242145,1,-1.262203727,0.742127685,-0.082467287,0.806010759
117,1,0,0,-0.346325249,-1.141286545,-0.29432835,-1.05512437,-1.013032519,0.965209118,-0.327736777,-1.163174542,1.209976938,3,0.642008595,1.443409926,0.337412335,0.398890335
117,2,1,1,-0.346325249,-0.69676144,-0.038654563,-0.655390394,-0.559930702,1.180045025,-0.277276229,-0.936873101,0.003698968,3,0.591628543,1.443409926,0.337412335,0.398890335
118,1,0,0,-0.346325249,-0.738617049,-0.470956208,-1.05512437,-1.013032519,-1.32638629,1.135765966,-0.591372134,1.585489564,2,-1.128839367,-0.485116236,-0.082467287,-0.57401678
118,2,0,0,-0.346325249,-0.7457361,-0.20369884,-0.655390394,-0.559930702,-1.316020719,1.146516659,-0.224977872,1.749101809,2,-1.122715318,-0.485116236,-0.082467287,-0.57401678
118,3,0,0,-1.052369541,-0.738717712,0.189845278,-0.255656418,-0.106828884,-1.323898699,1.148425717,0.145247379,1.483774518,2,-1.125708533,-0.485116236,-0.082467287,-0.57401678
118,4,1,1,-1.052369541,-0.793009965,0.327057732,0.144077558,0.346272934,-1.302481944,1.079639021,0.226366798,1.302386255,2,-1.128300359,-0.485116236,-0.082467287,-0.57401678
119,1,0,0,0.359719043,0.766027471,-1.766717338,-0.655390394,-0.559930702,0.926721071,1.260130886,-0.693476642,0.088275382,3,-0.096386597,-0.485116236,0.337412335,-0.532197764
119,2,0,0,0.359719043,0.944907612,-1.637267965,-0.255656418,-0.106828884,0.851179276,1.192261114,-0.54541323,-0.141937325,3,-0.107017671,-0.485116236,0.337412335,-0.532197764
119,3,1,0,2.47785192,0.649680525,-1.547482689,0.144077558,0.346272934,0.879789879,1.259109641,0.079263711,-0.368288724,3,-0.077085521,-0.485116236,0.337412335,-0.532197764
120,1,0,0,-1.052369541,-0.484067715,1.422394383,0.94354551,-1.013032519,1.550091887,-1.640281797,0.244581997,-0.81693062,1,-1.581491469,0.040845445,-1.388768732,-0.154596646
120,2,1,0,-1.052369541,-0.478288945,1.636196199,1.343279486,-0.559930702,1.557511679,-1.692759817,0.487200209,-0.786204376,1,-1.591744091,0.040845445,-1.388768732,-0.154596646
121,1,0,0,-1.052369541,-0.45720214,1.315907022,-1.05512437,-0.106828884,1.483006916,-1.602768328,0.660975336,-0.489940354,1,-1.595998814,0.040845445,0.337412335,1.984323043
121,2,1,2,-0.346325249,0.090325506,0.979991142,-0.655390394,0.346272934,1.147545221,-1.384120417,0.058177714,-0.76549459,1,-1.463276676,0.040845445,0.337412335,1.984323043
122,1,0,0,-0.346325249,-1.016025847,-1.375435855,-0.255656418,-0.559930702,1.358932226,1.538050904,-1.245481528,1.270753185,3,-0.219475399,0.4353139,0.47737619,0.157816006
122,2,1,1,0.359719043,-0.935460676,-1.104635215,0.144077558,-0.106828884,1.430682701,1.554562169,-0.873303489,0.56177158,3,-0.218695558,0.4353139,0.47737619,0.157816006
123,1,0,0,0.359719043,1.097154857,0.570748916,-0.655390394,-0.559930702,1.138360553,1.71397435,-1.137487323,0.28564665,3,1.230960932,0.566807125,-0.642310763,-0.682254234
123,2,0,0,2.47785192,1.103146591,0.212204596,-0.255656418,-0.106828884,1.14342828,1.607012086,-0.920019459,0.319852354,3,1.277132134,0.566807125,-0.642310763,-0.682254234
123,3,0,0,1.065763335,1.143316603,0.105829548,0.144077558,0.346272934,1.112970325,1.642366365,-0.544245402,0.023447364,3,1.270205307,0.566807125,-0.642310763,-0.682254234
123,4,1,0,1.065763335,1.114632309,0.033195677,0.543811534,0.799374752,0.996036931,1.52192543,-0.225353894,-0.348397402,3,1.328303497,0.566807125,-0.642310763,-0.682254234
124,1,0,0,-0.346325249,-0.717769554,0.086180057,-1.05512437,-0.559930702,1.095775011,-0.534941842,-1.250667713,-0.026483056,3,0.684223249,0.4353139,-0.642310763,-0.2628341
124,2,0,0,-0.346325249,-0.601457689,0.192688118,-0.655390394,-0.106828884,1.150465557,-0.491730211,-0.908666881,-0.026473346,3,0.674566977,0.4353139,-0.642310763,-0.2628341
124,3,0,0,-1.052369541,-0.647950772,0.31298316,-0.255656418,0.346272934,1.104506488,-0.583678288,-0.628304721,0.040554415,3,0.725944768,0.4353139,-0.642310763,-0.2628341
124,4,0,0,-1.052369541,-0.669192696,0.129456472,0.144077558,0.799374752,1.121794682,-0.496982417,-0.29050117,-0.498557277,3,0.66533503,0.4353139,-0.642310763,-0.2628341
124,5,0,0,-0.346325249,-0.517352145,0.081535977,0.543811534,1.252476569,1.175629327,-0.441319041,0.013692419,-0.543423327,3,0.650323082,0.4353139,-0.642310763,-0.2628341
124,6,1,0,-0.346325249,-0.610684106,0.116070691,0.94354551,1.705578387,1.117541211,-0.574742017,0.290849485,-0.468949907,3,0.723937823,0.4353139,-0.642310763,-0.2628341
125,1,0,0,0.359719043,0.849910138,-1.074559972,0.543811534,1.252476569,-0.621661453,-0.275709989,0.927875424,-1.022381512,3,0.606686364,0.742127685,0.191620136,-0.115237571
125,2,1,2,1.065763335,0.778613719,-1.322193246,0.94354551,1.705578387,-0.653605804,-0.063253013,0.759351848,-0.928300956,3,0.515869237,0.742127685,0.191620136,-0.115237571
126,1,1,2,-1.052369541,0.062315291,-0.477422217,-0.655390394,-0.559930702,0.366214832,0.568558655,0.232585774,-0.899032131,3,0.16937879,0.742127685,0.47737619,1.059384799
127,1,0,0,-1.052369541,-0.644747901,0.501664673,-0.255656418,-1.013032519,0.041471649,-1.292682036,-1.250667713,-0.550446527,3,1.251729945,0.742127685,0.337412335,0.1282967
127,2,0,0,-1.052369541,-0.736863985,0.413281243,0.144077558,-0.559930702,0.108736183,-1.281667689,-0.922823023,-0.594144696,3,1.228713153,0.742127685,0.337412335,0.1282967
127,3,0,0,-1.052369541,-0.722157231,0.221419442,0.543811534,-0.106828884,0.052459696,-1.296869099,-0.58270357,-0.802489548,3,1.245858197,0.742127685,0.337412335,0.1282967
127,4,0,0,-1.052369541,-0.776179522,0.175787489,0.94354551,0.346272934,0.09726026,-1.287704225,-0.2478784,-0.964177245,3,1.230983868,0.742127685,0.337412335,0.1282967
127,5,0,0,-0.346325249,-0.796575,0.198033596,1.343279486,0.799374752,0.076267913,-1.294857996,0.078097264,-0.902456179,3,1.236282203,0.742127685,0.337412335,0.1282967
127,6,1,2,-0.346325249,-0.767815819,0.178138499,1.743013462,1.252476569,0.114447565,-1.282071269,0.46126898,-0.803169615,3,1.226270415,0.742127685,0.337412335,0.1282967
128,1,0,0,0.359719043,-0.602500924,-1.159565259,-0.255656418,1.705578387,1.47684515,1.55783332,-0.493708259,0.382582203,3,-0.210071429,-1.186398476,0.337412335,0.398890335
128,2,0,0,0.359719043,-1.063539574,-0.890644578,0.144077558,2.158680205,1.250856002,1.505207518,-0.425884662,-0.147089683,3,-0.216367502,-1.186398476,0.337412335,0.398890335
128,3,1,2,-0.346325249,-0.909516834,-0.996211035,0.543811534,2.611782023,1.542187037,1.567717152,-0.051402757,0.256818094,3,-0.263937831,-1.186398476,0.337412335,0.398890335
129,1,0,0,-1.052369541,1.02357691,-1.395189836,-0.655390394,-1.013032519,-0.688518595,0.056079232,0.121215469,-0.629921098,3,0.410086035,0.802393076,-0.070798656,-0.035596945
129,2,0,0,-0.346325249,0.947941715,-1.289268589,-0.255656418,-0.559930702,-0.64212983,0.070674929,0.417073602,-0.739038073,3,0.434800129,0.802393076,-0.070798656,-0.035596945
129,3,0,0,-0.346325249,1.088195421,-0.940595716,0.144077558,-0.106828884,-0.683131963,0.056836748,0.723229755,-0.898689907,3,0.410693852,0.802393076,-0.070798656,-0.035596945
129,4,0,0,-0.346325249,1.140386427,-1.199295043,0.543811534,0.346272934,-0.674534341,0.057444606,0.797721245,-1.062530785,3,0.408950677,0.802393076,-0.070798656,-0.035596945
129,5,0,0,-0.346325249,1.143621442,-1.309832372,0.94354551,0.799374752,-0.709201453,0.050032932,1.348879441,-1.108942459,3,0.393846983,0.802393076,-0.070798656,-0.035596945
130,1,0,0,-0.346325249,0.54186111,-0.810591484,-0.655390394,-1.013032519,-0.746050685,-0.015266651,1.481764635,2.490618571,2,-0.82201762,0.566807125,-0.362383053,-0.502678458
130,2,0,0,0.359719043,1.383669028,-0.628133983,-0.255656418,-1.013032519,-1.423133262,-0.248652216,0.552479155,2.116774895,2,-0.757841254,0.566807125,-0.362383053,-0.502678458
130,3,0,0,0.359719043,1.403080236,-0.371335271,0.144077558,-0.559930702,-1.366928873,-0.280451608,0.613738956,1.760422304,2,-0.771098559,0.566807125,-0.362383053,-0.502678458
130,4,0,0,-0.346325249,1.416544861,-0.33115878,0.543811534,-0.106828884,-1.441081807,-0.2752381,1.010025223,1.745333514,2,-0.755042999,0.566807125,-0.362383053,-0.502678458
130,5,0,0,-0.346325249,1.413624269,-0.323976124,0.94354551,0.346272934,-1.350447294,-0.289314742,1.238532628,1.078150652,2,-0.774665187,0.566807125,-0.362383053,-0.502678458
130,6,0,0,0.359719043,0.956431912,-0.331088125,1.343279486,0.799374752,-0.836875681,-0.232954594,1.874978528,1.627126973,2,-0.854209017,0.566807125,-0.362383053,-0.502678458
130,7,1,0,1.771807628,0.860009306,-0.561315155,1.743013462,1.252476569,-1.357311158,-0.088842691,3.316907413,1.381033846,2,-0.729239421,0.566807125,-0.362383053,-0.502678458
131,1,0,0,-0.346325249,-0.286103936,-0.831403788,-0.655390394,-0.559930702,1.006334689,1.469023206,-1.229794626,1.530802183,2,-0.646839995,-0.485116236,0.663990682,-0.177966096
131,2,0,0,0.359719043,-0.161480817,-0.573773329,-0.255656418,-0.106828884,-0.188788045,1.276560843,-1.043967483,1.468969134,2,-0.7836563,-0.485116236,0.663990682,-0.177966096
131,3,0,0,0.359719043,-0.161270033,-0.532396189,0.144077558,0.346272934,0.301189761,1.321562362,-0.672447097,1.427070514,2,-0.721062554,-0.485116236,0.663990682,-0.177966096
131,4,1,0,-0.346325249,-0.192015596,-0.58597809,0.543811534,0.799374752,0.419029335,1.37970916,-0.383817787,1.169993309,2,-0.711578305,-0.485116236,0.663990682,-0.177966096
132,1,0,0,0.359719043,0.542604329,-0.812761009,-1.05512437,-1.013032519,0.239875672,0.815225725,0.720114113,-0.812348984,3,0.173644981,2.311799309,0.314087016,0.011449449
132,2,1,2,-0.346325249,0.560357471,-1.127944533,-0.655390394,-0.559930702,0.252727899,0.926295763,0.910758733,-0.074646662,3,0.13305882,2.311799309,0.314087016,0.011449449
133,1,0,0,0.359719043,0.536382484,-0.893360003,-0.655390394,-0.106828884,0.230071753,0.904793079,1.276248083,-0.102463363,3,0.152898904,2.311799309,0.77187476,0.011449449
133,2,0,0,2.47785192,0.40233494,-0.925566045,-0.255656418,0.346272934,0.247036774,0.967770822,1.504812598,-0.097870218,3,0.131636756,2.311799309,0.77187476,0.011449449
134,1,0,0,-1.052369541,-1.891835413,2.644757486,-1.05512437,-1.013032519,-1.275204172,-2.10651767,-1.250667713,-0.253143357,3,3.08618086,-2.588962957,0.308258673,-1.760938861
134,2,0,0,-1.052369541,-1.91362296,2.556492636,-0.655390394,-0.559930702,-1.272003364,-2.10434229,-0.908911665,-0.343190941,3,3.069540419,-2.588962957,0.308258673,-1.760938861
135,1,0,0,-0.346325249,-0.657028341,0.758903198,-1.05512437,-1.013032519,-0.813216801,0.537792953,-1.168892959,-0.209780749,3,1.537117519,-2.588962957,0.617340045,-3.469368676
135,2,0,0,-0.346325249,0.583017236,1.06859188,-0.655390394,-0.559930702,-0.930289549,0.724825915,-0.825401581,-0.572398041,3,1.345345327,-2.588962957,0.617340045,-3.469368676
135,3,0,0,-1.052369541,0.340026924,0.873346403,-0.255656418,-0.106828884,-1.014743166,0.483790175,-0.717444103,-0.27868292,3,1.435474358,-2.588962957,0.617340045,-3.469368676
135,4,1,0,-0.346325249,0.605270517,0.81891892,0.144077558,0.346272934,-1.054586641,0.482901861,-0.36173101,-0.497255407,3,1.40387931,-2.588962957,0.617340045,-3.469368676
136,1,0,0,-1.052369541,0.792993255,0.071582524,-1.05512437,-0.106828884,-1.223461042,-1.391243358,-1.250667713,-0.697435565,3,-0.367255358,0.670899851,0.314087016,-0.247299565
136,2,0,0,-0.346325249,0.786311425,0.159187936,-0.655390394,0.346272934,-1.206151998,-1.276759464,-0.975922554,-0.468382635,3,-0.340683407,0.670899851,0.314087016,-0.247299565
